jeu,mois,net
goldtrade_E|1952.93,2023-10,11.14
DaytradePro_XAUUSD|1952.93,2023-10,10.37
Gold Reaper 8|1962.57,2023-10,-1.03
Gold Reaper 7|1962.57,2023-10,8.29
goldtrade_D|1982.24,2023-10,-6.72
DaytradePro_XAUUSD|1982.24,2023-10,-8.80
GoldDaily3|1982.24,2023-10,1.11
GoldbotOne_8|1982.24,2023-10,1.12
Gold Reaper 1|1987.48,2023-10,-3.55
goldtrade_D|1987.48,2023-10,0.73
goldtrade_E|1987.48,2023-10,1.30
DaytradePro_XAUUSD|1987.48,2023-10,-0.85
GoldDaily2|1987.48,2023-10,4.34
Gold Reaper 8|1963.08,2023-10,7.52
Gold Reaper 7|1963.08,2023-10,5.89
Gold Reaper 8|1993.46,2023-10,8.43
Gold Reaper 7|1993.46,2023-10,11.00
Gold Reaper 1|1997.17,2023-10,14.34
goldtrade_D|1997.17,2023-10,9.49
goldtrade_H|1997.17,2023-10,6.73
Gold Reaper 3|1997.17,2023-10,7.21
goldtrade_E|1997.17,2023-10,11.53
Gold Reaper 8|1997.17,2023-10,8.41
DaytradePro_XAUUSD|1997.17,2023-10,11.48
Gold Reaper 4|1997.17,2023-10,0.69
Gold Reaper 7|1997.17,2023-10,10.99
GoldDaily2|1997.17,2023-10,1.54
GoldDaily3|1997.17,2023-10,-2.97
GoldDaily1|1997.17,2023-10,-4.06
GoldbotOne_8|1997.17,2023-10,-3.07
DaytradePro_XAUUSD|1969.85,2023-11,21.33
Gold Reaper 4|1969.85,2023-11,-0.22
Gold Reaper 8|1969.85,2023-11,27.85
Gold Reaper 7|1969.85,2023-11,11.57
goldtrade_D|1969.85,2023-11,2.38
GoldDaily1|1969.85,2023-11,11.06
GoldbotOne_8|1969.85,2023-11,2.81
GoldDaily3|1969.85,2023-11,-0.44
Gold Reaper 8|1956.68,2023-11,-0.79
Gold Reaper 7|1956.68,2023-11,-0.83
Gold Reaper 4|1953.46,2023-11,0.14
GoldDaily1|1953.46,2023-11,-3.76
GoldbotOne_8|1953.46,2023-11,3.39
Gold Reaper 8|1944.42,2023-11,-0.08
Gold Reaper 7|1944.42,2023-11,0.14
Gold Reaper 8|1965.60,2023-11,-0.08
Gold Reaper 7|1965.60,2023-11,-15.83
Gold Reaper 8|1975.20,2023-11,-2.91
Gold Reaper 7|1975.20,2023-11,29.47
Gold Reaper 8|1993.40,2023-11,16.85
Gold Reaper 4|1993.40,2023-11,-10.70
Gold Reaper 7|1993.40,2023-11,10.94
Gold Reaper 4|2004.11,2023-11,18.84
GoldDaily3|2004.11,2023-11,-14.22
GoldDaily1|2004.11,2023-11,-0.04
GoldDaily1|2004.11,2023-12,-13.62
GoldbotOne_8|2004.11,2023-11,1.62
Gold Reaper 1|2009.37,2023-11,-0.09
Gold Reaper 8|2007.54,2023-11,8.50
Gold Reaper 4|2007.54,2023-11,1.22
Gold Reaper 7|2007.54,2023-11,26.52
goldtrade_D|2009.37,2023-11,2.40
GoldDaily1|2007.54,2023-11,-16.24
Gold Reaper 3|2009.37,2023-11,1.28
goldtrade_H|2009.37,2023-11,4.33
GoldbotOne_8|2007.54,2023-11,1.09
goldtrade_E|2009.37,2023-11,7.45
DaytradePro_XAUUSD|2009.37,2023-11,1.29
GoldDaily2|2009.37,2023-11,-0.16
Gold Reaper 8|2018.10,2023-11,20.85
Gold Reaper 7|2018.10,2023-11,17.11
GoldDaily3|2048.16,2023-11,28.25
GoldbotOne_8|2048.16,2023-11,20.91
Gold Reaper 8|2051.94,2023-12,8.64
Gold Reaper 4|2051.94,2023-12,22.62
Gold Reaper 7|2051.94,2023-12,11.29
goldtrade_D|2080.01,2023-12,11.46
goldtrade_E|2080.01,2023-12,11.65
DaytradePro_XAUUSD|2080.01,2023-12,11.65
GoldDaily3|2080.01,2023-12,26.42
GoldDaily2|2080.01,2023-12,2.53
GoldbotOne_8|2080.01,2023-12,-23.81
Gold Reaper 8|2030.79,2023-12,0.15
Gold Reaper 7|2030.79,2023-12,-0.12
Gold Reaper 8|2020.10,2023-12,21.45
DaytradePro_XAUUSD|2009.92,2023-12,-1.21
Gold Reaper 4|2009.92,2023-12,-1.11
Gold Reaper 8|2009.92,2023-12,4.59
Gold Reaper 7|2009.92,2023-12,20.38
goldtrade_D|2009.92,2023-12,1.38
GoldDaily1|2009.92,2023-12,19.02
GoldbotOne_8|2009.92,2023-12,1.31
GoldDaily3|2009.92,2023-12,26.63
Gold Reaper 8|1975.91,2023-12,-0.40
Gold Reaper 7|1975.91,2023-12,0.05
Gold Reaper 8|2039.92,2023-12,23.46
Gold Reaper 4|2039.92,2023-12,-10.12
Gold Reaper 7|2039.92,2023-12,4.74
goldtrade_D|2047.92,2023-12,-16.99
Gold Reaper 3|2047.92,2023-12,-5.57
goldtrade_H|2047.92,2023-12,-5.72
Gold Reaper 8|2047.92,2023-12,-6.72
DaytradePro_XAUUSD|2047.92,2023-12,2.10
Gold Reaper 8|2047.00,2023-12,-4.02
Gold Reaper 4|2047.92,2023-12,-1.88
GoldDaily3|2047.92,2023-12,-1.88
Gold Reaper 7|2047.92,2023-12,3.95
Gold Reaper 7|2047.00,2023-12,7.90
GoldbotOne_8|2047.92,2023-12,6.19
Gold Reaper 8|2070.66,2023-12,4.53
Gold Reaper 7|2070.66,2023-12,20.19
Gold Reaper 8|2058.21,2024-01,22.01
Gold Reaper 7|2058.21,2024-01,12.15
Gold Reaper 8|2024.47,2024-01,8.64
DaytradePro_XAUUSD|2016.66,2024-01,-1.78
Gold Reaper 4|2016.66,2024-01,-2.13
Gold Reaper 8|2016.66,2024-01,-13.44
Gold Reaper 3|2016.66,2024-01,-0.08
Gold Reaper 7|2016.66,2024-01,-11.09
goldtrade_H|2016.66,2024-01,0.15
goldtrade_D|2016.66,2024-01,-0.67
GoldDaily1|2016.66,2024-01,-23.10
GoldbotOne_8|2016.66,2024-01,-0.08
GoldDaily3|2016.66,2024-01,-14.61
Gold Reaper 8|2041.98,2024-01,8.62
Gold Reaper 7|2041.98,2024-01,11.24
DaytradePro_XAUUSD|2013.35,2024-01,11.94
Gold Reaper 4|2013.35,2024-01,1.90
Gold Reaper 3|2013.35,2024-01,2.40
Gold Reaper 8|2013.35,2024-01,8.58
goldtrade_H|2013.35,2024-01,3.03
Gold Reaper 7|2013.35,2024-01,-1.80
goldtrade_D|2013.35,2024-01,2.43
goldtrade_E|2013.35,2024-01,4.48
GoldDaily1|2013.35,2024-01,-3.60
GoldDaily2|2013.35,2024-01,2.59
GoldbotOne_8|2013.35,2024-01,2.47
GoldDaily3|2013.35,2024-01,-1.89
Gold Reaper 8|2016.55,2024-01,-0.08
Gold Reaper 7|2016.55,2024-01,0.13
Gold Reaper 8|2036.63,2024-01,-27.76
Gold Reaper 7|2036.63,2024-01,2.45
Gold Reaper 8|2037.90,2024-01,-18.20
Gold Reaper 7|2037.90,2024-01,13.92
Gold Reaper 8|2039.43,2024-01,8.60
Gold Reaper 4|2039.43,2024-01,-0.08
Gold Reaper 7|2039.43,2024-01,5.83
GoldDaily3|2039.43,2024-01,-1.71
GoldDaily1|2039.43,2024-01,-6.60
GoldbotOne_8|2039.43,2024-01,-0.64
Gold Reaper 8|2048.63,2024-01,-0.09
Gold Reaper 8|2056.01,2024-02,8.64
Gold Reaper 7|2056.01,2024-02,-7.28
goldtrade_D|2062.22,2024-02,-0.96
DaytradePro_XAUUSD|2062.22,2024-02,5.98
Gold Reaper 4|2062.22,2024-02,-1.53
GoldDaily3|2062.22,2024-02,-3.50
GoldDaily1|2062.22,2024-02,-7.52
GoldbotOne_8|2062.22,2024-02,-10.30
Gold Reaper 8|2038.92,2024-02,-1.53
Gold Reaper 8|2020.20,2024-02,-5.16
Gold Reaper 7|2020.20,2024-02,2.01
DaytradePro_XAUUSD|2014.91,2024-02,3.94
Gold Reaper 4|2014.91,2024-02,3.94
Gold Reaper 8|2014.91,2024-02,-1.70
Gold Reaper 7|2014.91,2024-02,-0.64
goldtrade_D|2014.91,2024-02,-0.09
GoldDaily1|2014.91,2024-02,12.19
GoldbotOne_8|2014.91,2024-02,0.15
GoldDaily3|2014.91,2024-02,-9.92
DaytradePro_XAUUSD|2009.51,2024-02,11.70
Gold Reaper 4|2009.51,2024-02,20.77
goldtrade_D|2009.51,2024-02,11.49
GoldDaily1|2009.51,2024-02,15.52
GoldbotOne_8|2009.51,2024-02,14.65
DaytradePro_XAUUSD|2001.86,2024-02,25.67
Gold Reaper 3|2001.86,2024-02,5.49
goldtrade_H|2001.86,2024-02,5.42
goldtrade_E|2001.86,2024-02,-1.99
GoldDaily2|2001.86,2024-02,8.28
Gold Reaper 8|2008.30,2024-02,-0.08
Gold Reaper 7|2008.30,2024-02,19.16
Gold Reaper 8|2023.00,2024-02,17.14
Gold Reaper 8|2032.38,2024-02,-3.67
Gold Reaper 7|2032.38,2024-02,-2.69
Gold Reaper 8|2032.27,2024-02,-2.47
Gold Reaper 7|2032.27,2024-02,-0.09
Gold Reaper 8|2034.94,2024-02,-3.49
Gold Reaper 7|2034.94,2024-02,-3.71
Gold Reaper 8|2039.49,2024-02,8.62
Gold Reaper 7|2039.49,2024-02,11.26
goldtrade_D|2041.35,2024-02,10.25
Gold Reaper 3|2041.35,2024-02,5.34
goldtrade_H|2041.35,2024-02,5.37
Gold Reaper 8|2041.35,2024-02,8.64
DaytradePro_XAUUSD|2041.35,2024-02,4.74
Gold Reaper 4|2041.35,2024-02,2.47
Gold Reaper 7|2041.35,2024-02,-0.04
Gold Reaper 7|2041.35,2024-03,20.38
GoldDaily3|2041.35,2024-02,-0.04
GoldDaily3|2041.35,2024-03,11.81
GoldDaily1|2041.35,2024-02,-0.04
GoldDaily1|2041.35,2024-03,11.81
GoldbotOne_8|2041.35,2024-02,-0.04
GoldbotOne_8|2041.35,2024-03,0.57
goldtrade_D|2065.45,2024-03,10.23
goldtrade_E|2065.45,2024-03,14.35
DaytradePro_XAUUSD|2065.45,2024-03,11.79
GoldDaily2|2065.45,2024-03,59.95
GoldDaily3|2065.45,2024-03,25.82
GoldbotOne_8|2065.45,2024-03,21.72
goldtrade_D|2088.43,2024-03,30.00
goldtrade_E|2088.43,2024-03,2.78
DaytradePro_XAUUSD|2088.43,2024-03,35.38
Gold Reaper 8|2141.78,2024-03,-11.50
Gold Reaper 7|2141.78,2024-03,6.20
Gold Reaper 1|2144.80,2024-03,12.95
goldtrade_D|2144.80,2024-03,0.78
goldtrade_E|2144.80,2024-03,1.52
DaytradePro_XAUUSD|2144.80,2024-03,-0.55
GoldDaily2|2144.80,2024-03,0.17
GoldDaily3|2144.80,2024-03,0.91
GoldbotOne_8|2144.80,2024-03,-0.44
Gold Reaper 7|2152.80,2024-03,-0.69
Gold Reaper 4|2150.63,2024-03,0.16
Gold Reaper 8|2150.63,2024-03,0.16
Gold Reaper 7|2150.63,2024-03,-10.75
GoldDaily1|2150.63,2024-03,-24.29
GoldDaily3|2150.63,2024-03,-10.95
Gold Reaper 8|2146.11,2024-03,-12.68
Gold Reaper 7|2146.11,2024-03,-16.44
Gold Reaper 8|2172.75,2024-03,2.58
Gold Reaper 7|2172.75,2024-03,20.11
Gold Reaper 8|2179.87,2024-03,-1.55
Gold Reaper 7|2179.87,2024-03,0.16
Gold Reaper 1|2195.21,2024-03,12.69
goldtrade_D|2195.21,2024-03,20.14
goldtrade_E|2195.21,2024-03,15.86
Gold Reaper 3|2195.21,2024-03,11.82
goldtrade_H|2195.21,2024-03,20.50
Gold Reaper 8|2195.21,2024-03,9.17
DaytradePro_XAUUSD|2195.21,2024-03,10.71
Gold Reaper 4|2195.21,2024-03,10.71
GoldDaily2|2195.21,2024-03,-12.47
GoldDaily3|2195.21,2024-03,23.69
GoldDaily1|2195.21,2024-03,-24.86
GoldbotOne_8|2195.21,2024-03,40.16
Gold Reaper 8|2200.17,2024-03,-2.45
Gold Reaper 7|2200.17,2024-03,-1.87
Gold Reaper 1|2222.93,2024-03,15.85
goldtrade_D|2222.93,2024-03,-2.47
goldtrade_E|2222.93,2024-03,-0.23
Gold Reaper 3|2222.93,2024-03,-1.30
goldtrade_H|2222.93,2024-03,-0.33
Gold Reaper 8|2222.93,2024-03,-0.04
Gold Reaper 8|2222.93,2024-04,26.06
DaytradePro_XAUUSD|2222.93,2024-03,11.93
Gold Reaper 4|2222.93,2024-03,-0.04
Gold Reaper 4|2222.93,2024-04,12.83
Gold Reaper 7|2222.93,2024-03,12.64
GoldDaily2|2222.93,2024-03,-0.04
GoldDaily2|2222.93,2024-04,25.94
GoldDaily3|2222.93,2024-03,-0.04
GoldDaily3|2222.93,2024-04,27.44
GoldDaily1|2222.93,2024-03,-0.04
GoldDaily1|2222.93,2024-04,23.50
GoldbotOne_8|2222.93,2024-03,-0.04
GoldbotOne_8|2222.93,2024-04,23.29
Gold Reaper 8|2265.71,2024-04,-2.14
Gold Reaper 7|2265.71,2024-04,-1.55
Gold Reaper 8|2354.10,2024-04,-0.10
Gold Reaper 7|2354.10,2024-04,7.59
Gold Reaper 8|2365.35,2024-04,9.17
Gold Reaper 7|2365.35,2024-04,36.49
Gold Reaper 4|2365.35,2024-04,8.44
Gold Reaper 8|2398.31,2024-04,20.40
Gold Reaper 7|2398.31,2024-04,6.10
Gold Reaper 8|2354.69,2024-04,0.19
Gold Reaper 7|2354.69,2024-04,-0.15
Gold Reaper 4|2324.27,2024-04,11.76
Gold Reaper 8|2324.27,2024-04,40.83
Gold Reaper 7|2324.27,2024-04,52.92
GoldDaily1|2324.27,2024-04,12.98
GoldbotOne_8|2324.27,2024-04,26.12
GoldDaily3|2324.27,2024-04,10.00
Gold Reaper 8|2319.37,2024-04,10.14
Gold Reaper 8|2337.33,2024-04,-0.10
Gold Reaper 8|2319.86,2024-04,9.40
Gold Reaper 7|2319.86,2024-04,5.52
Gold Reaper 8|2304.97,2024-04,-0.09
Gold Reaper 7|2304.97,2024-04,0.19
DaytradePro_XAUUSD|2291.43,2024-04,-0.08
DaytradePro_XAUUSD|2291.43,2024-05,3.96
goldtrade_H|2291.43,2024-04,-0.12
Gold Reaper 4|2291.43,2024-04,-0.04
Gold Reaper 4|2291.43,2024-05,1.88
Gold Reaper 8|2291.43,2024-04,-0.08
Gold Reaper 8|2291.43,2024-05,0.30
Gold Reaper 3|2291.43,2024-04,-0.08
goldtrade_D|2291.43,2024-04,-0.04
goldtrade_D|2291.43,2024-05,0.55
Gold Reaper 7|2291.43,2024-04,-0.08
Gold Reaper 7|2291.43,2024-05,1.12
GoldDaily1|2291.43,2024-04,-0.04
GoldDaily1|2291.43,2024-05,-8.23
GoldbotOne_8|2291.43,2024-04,-0.04
GoldbotOne_8|2291.43,2024-05,0.56
GoldDaily3|2291.43,2024-04,-0.04
GoldDaily3|2291.43,2024-05,-6.13
Gold Reaper 8|2285.50,2024-05,-11.61
Gold Reaper 4|2281.66,2024-05,0.16
Gold Reaper 8|2281.66,2024-05,-0.08
Gold Reaper 7|2281.66,2024-05,-12.89
Gold Reaper 8|2328.32,2024-05,-4.61
Gold Reaper 7|2328.32,2024-05,-3.97
Gold Reaper 8|2332.07,2024-05,28.69
Gold Reaper 4|2332.07,2024-05,0.19
Gold Reaper 7|2332.07,2024-05,6.37
GoldDaily3|2332.07,2024-05,29.16
GoldDaily1|2332.07,2024-05,26.08
GoldbotOne_8|2332.07,2024-05,-0.08
Gold Reaper 8|2352.57,2024-05,24.53
Gold Reaper 4|2352.57,2024-05,-0.11
goldtrade_D|2378.46,2024-05,-14.07
goldtrade_H|2378.46,2024-05,-7.81
Gold Reaper 3|2378.46,2024-05,-7.18
Gold Reaper 8|2378.46,2024-05,-7.75
DaytradePro_XAUUSD|2378.46,2024-05,-10.71
Gold Reaper 4|2378.46,2024-05,-11.78
Gold Reaper 7|2378.46,2024-05,-13.36
GoldDaily3|2378.46,2024-05,-20.41
GoldDaily1|2378.46,2024-05,-23.64
GoldbotOne_8|2378.46,2024-05,3.82
Gold Reaper 8|2397.36,2024-05,0.20
Gold Reaper 7|2397.36,2024-05,-0.08
goldtrade_D|2417.91,2024-05,-12.16
DaytradePro_XAUUSD|2417.91,2024-05,-10.72
GoldDaily3|2417.91,2024-05,-1.28
GoldDaily1|2417.91,2024-05,-13.66
GoldbotOne_8|2417.91,2024-05,-10.52
Gold Reaper 1|2431.51,2024-05,-13.73
goldtrade_D|2431.51,2024-05,1.12
goldtrade_E|2431.51,2024-05,1.57
DaytradePro_XAUUSD|2431.51,2024-05,2.04
GoldDaily2|2431.51,2024-05,1.31
GoldbotOne_8|2431.51,2024-05,5.41
Gold Reaper 8|2406.26,2024-05,10.27
Gold Reaper 7|2406.26,2024-05,13.37
Gold Reaper 8|2332.18,2024-05,0.76
DaytradePro_XAUUSD|2325.43,2024-05,-0.98
goldtrade_H|2325.43,2024-05,-0.85
Gold Reaper 4|2325.43,2024-05,-1.02
goldtrade_D|2325.43,2024-05,-0.98
Gold Reaper 3|2325.43,2024-05,-1.14
Gold Reaper 8|2325.43,2024-05,-1.02
Gold Reaper 7|2325.43,2024-05,-7.83
GoldDaily1|2325.43,2024-05,-22.93
GoldbotOne_8|2325.43,2024-05,-1.39
GoldDaily3|2325.43,2024-05,-16.02
Gold Reaper 8|2351.86,2024-05,-0.08
Gold Reaper 8|2322.59,2024-05,-2.18
Gold Reaper 7|2322.59,2024-05,-0.08
Gold Reaper 8|2314.73,2024-06,-15.67
Gold Reaper 7|2314.73,2024-06,-20.05
Gold Reaper 8|2354.77,2024-06,-2.74
Gold Reaper 7|2354.77,2024-06,10.53
Gold Reaper 8|2359.72,2024-06,10.02
Gold Reaper 4|2359.72,2024-06,-1.76
Gold Reaper 7|2359.72,2024-06,12.94
Gold Reaper 8|2364.10,2024-06,9.90
Gold Reaper 4|2364.10,2024-06,4.63
Gold Reaper 7|2364.10,2024-06,2.88
GoldDaily3|2364.10,2024-06,-6.19
GoldDaily1|2364.10,2024-06,-7.37
GoldbotOne_8|2364.10,2024-06,2.87
DaytradePro_XAUUSD|2314.73,2024-06,-10.69
Gold Reaper 8|2319.97,2024-06,9.85
Gold Reaper 8|2336.67,2024-06,-0.08
Gold Reaper 7|2336.67,2024-06,-5.85
Gold Reaper 8|2341.65,2024-06,4.67
Gold Reaper 4|2341.65,2024-06,-0.08
Gold Reaper 7|2341.65,2024-06,11.33
GoldDaily3|2341.65,2024-06,26.05
GoldDaily1|2341.65,2024-06,6.72
GoldbotOne_8|2341.65,2024-06,0.18
Gold Reaper 4|2316.74,2024-06,-0.08
Gold Reaper 8|2316.74,2024-06,0.52
Gold Reaper 7|2316.74,2024-06,3.10
Gold Reaper 4|2306.62,2024-06,-0.70
Gold Reaper 8|2306.62,2024-06,0.03
Gold Reaper 7|2306.62,2024-06,18.89
Gold Reaper 4|2295.54,2024-06,-0.12
Gold Reaper 8|2295.54,2024-06,-10.68
GoldDaily1|2295.54,2024-06,-21.40
GoldbotOne_8|2295.54,2024-06,3.84
GoldDaily3|2295.54,2024-06,-14.71
Gold Reaper 8|2337.11,2024-06,-1.86
Gold Reaper 7|2337.11,2024-06,-0.16
Gold Reaper 7|2337.11,2024-07,5.78
Gold Reaper 8|2339.74,2024-07,9.03
Gold Reaper 8|2318.58,2024-07,-1.22
Gold Reaper 7|2318.58,2024-07,-1.08
goldtrade_D|2339.74,2024-07,4.01
DaytradePro_XAUUSD|2339.74,2024-07,0.19
Gold Reaper 4|2339.74,2024-07,3.96
Gold Reaper 7|2339.74,2024-07,13.57
GoldDaily1|2339.74,2024-07,-4.37
GoldDaily3|2339.74,2024-07,-4.37
GoldbotOne_8|2339.74,2024-07,10.38
Gold Reaper 8|2364.98,2024-07,-4.40
Gold Reaper 7|2364.98,2024-07,16.09
goldtrade_D|2368.75,2024-07,-0.08
goldtrade_H|2368.75,2024-07,-1.40
Gold Reaper 3|2368.75,2024-07,0.24
Gold Reaper 8|2368.75,2024-07,15.81
DaytradePro_XAUUSD|2368.75,2024-07,-14.57
Gold Reaper 4|2368.75,2024-07,20.88
goldtrade_D|2387.73,2024-07,-2.05
goldtrade_H|2387.73,2024-07,-1.17
Gold Reaper 3|2387.73,2024-07,-0.39
DaytradePro_XAUUSD|2387.73,2024-07,-1.04
GoldDaily1|2387.73,2024-07,-14.18
GoldDaily3|2387.73,2024-07,-28.15
GoldbotOne_8|2387.73,2024-07,-17.26
Gold Reaper 8|2348.42,2024-07,-3.45
Gold Reaper 7|2348.42,2024-07,-3.33
Gold Reaper 8|2386.68,2024-07,10.16
Gold Reaper 1|2392.92,2024-07,17.14
goldtrade_D|2392.92,2024-07,15.81
goldtrade_E|2392.92,2024-07,20.23
goldtrade_H|2392.92,2024-07,9.30
Gold Reaper 3|2392.92,2024-07,9.35
Gold Reaper 8|2392.92,2024-07,10.05
DaytradePro_XAUUSD|2392.92,2024-07,13.75
Gold Reaper 4|2392.92,2024-07,7.30
Gold Reaper 7|2392.92,2024-07,13.19
GoldDaily2|2392.92,2024-07,10.80
GoldDaily3|2392.92,2024-07,30.65
GoldDaily1|2392.92,2024-07,22.47
GoldbotOne_8|2392.92,2024-07,24.88
Gold Reaper 8|2424.57,2024-07,20.48
Gold Reaper 4|2424.57,2024-07,8.73
Gold Reaper 7|2424.57,2024-07,16.31
Gold Reaper 1|2450.11,2024-07,32.90
goldtrade_D|2450.11,2024-07,16.11
goldtrade_E|2450.11,2024-07,19.88
DaytradePro_XAUUSD|2450.11,2024-07,13.83
GoldDaily2|2450.11,2024-07,13.90
GoldDaily3|2450.11,2024-07,30.55
GoldbotOne_8|2450.11,2024-07,25.68
Gold Reaper 8|2451.50,2024-07,28.30
Gold Reaper 8|2393.85,2024-07,-0.08
DaytradePro_XAUUSD|2383.85,2024-07,13.97
Gold Reaper 4|2383.85,2024-07,4.43
Gold Reaper 8|2383.85,2024-07,10.22
Gold Reaper 7|2383.85,2024-07,13.34
goldtrade_D|2383.85,2024-07,16.16
GoldDaily1|2383.85,2024-07,11.95
GoldbotOne_8|2383.85,2024-07,2.90
GoldDaily3|2383.85,2024-07,9.51
Gold Reaper 8|2403.19,2024-07,-0.44
Gold Reaper 4|2403.19,2024-07,0.14
Gold Reaper 7|2403.19,2024-07,2.14
Gold Reaper 8|2432.03,2024-07,10.29
Gold Reaper 4|2432.03,2024-07,0.20
Gold Reaper 7|2432.03,2024-07,-0.04
Gold Reaper 7|2432.03,2024-08,7.26
GoldDaily3|2432.03,2024-07,-0.04
GoldDaily3|2432.03,2024-08,5.08
GoldDaily1|2432.03,2024-07,-0.04
GoldDaily1|2432.03,2024-08,4.07
GoldbotOne_8|2432.03,2024-07,-0.04
GoldbotOne_8|2432.03,2024-08,11.01
Gold Reaper 8|2369.67,2024-08,0.16
Gold Reaper 7|2369.67,2024-08,-0.12
goldtrade_D|2477.75,2024-08,-13.45
Gold Reaper 8|2477.75,2024-08,-33.49
DaytradePro_XAUUSD|2477.75,2024-08,-22.00
Gold Reaper 8|2476.96,2024-08,-2.85
Gold Reaper 4|2477.75,2024-08,-12.42
Gold Reaper 7|2477.75,2024-08,-16.84
GoldDaily3|2477.75,2024-08,-19.16
GoldDaily1|2477.75,2024-08,-27.58
GoldbotOne_8|2477.75,2024-08,-16.76
Gold Reaper 8|2479.98,2024-08,10.45
Gold Reaper 4|2479.98,2024-08,-1.43
Gold Reaper 7|2479.98,2024-08,2.98
Gold Reaper 1|2483.69,2024-08,17.70
goldtrade_D|2483.69,2024-08,16.90
goldtrade_E|2483.69,2024-08,3.10
goldtrade_H|2483.69,2024-08,1.64
Gold Reaper 3|2483.69,2024-08,8.01
DaytradePro_XAUUSD|2483.69,2024-08,2.59
GoldDaily2|2483.69,2024-08,9.14
GoldDaily3|2483.69,2024-08,-2.76
GoldbotOne_8|2483.69,2024-08,3.15
Gold Reaper 8|2510.93,2024-08,10.71
Gold Reaper 7|2510.93,2024-08,5.80
Gold Reaper 8|2493.95,2024-08,8.39
Gold Reaper 8|2526.94,2024-08,-2.57
Gold Reaper 7|2526.94,2024-08,-21.82
Gold Reaper 1|2531.67,2024-08,-25.71
Gold Reaper 1|2531.67,2024-09,-0.33
Gold Reaper 8|2503.59,2024-08,-1.45
Gold Reaper 8|2529.04,2024-08,-2.87
Gold Reaper 4|2529.04,2024-08,-13.42
Gold Reaper 7|2529.04,2024-08,-22.61
Gold Reaper 4|2493.64,2024-08,-3.14
Gold Reaper 8|2493.64,2024-08,-3.05
Gold Reaper 8|2493.64,2024-09,0.49
Gold Reaper 7|2493.64,2024-08,-0.08
Gold Reaper 7|2493.64,2024-09,1.06
GoldDaily1|2493.64,2024-09,0.49
GoldbotOne_8|2493.64,2024-09,0.21
GoldDaily3|2493.64,2024-09,7.31
Gold Reaper 4|2470.87,2024-09,-2.83
Gold Reaper 8|2470.87,2024-09,-2.97
Gold Reaper 7|2470.87,2024-09,-2.86
goldtrade_D|2529.23,2024-09,-1.79
Gold Reaper 8|2529.23,2024-09,0.45
Gold Reaper 4|2529.23,2024-09,-12.74
Gold Reaper 7|2529.23,2024-09,18.24
Gold Reaper 8|2529.07,2024-09,-2.59
goldtrade_D|2531.67,2024-09,-3.85
goldtrade_E|2531.67,2024-09,0.19
goldtrade_H|2531.67,2024-09,-2.23
GoldDaily3|2529.23,2024-09,27.60
GoldDaily1|2529.23,2024-09,25.55
GoldbotOne_8|2529.23,2024-09,-7.68
Gold Reaper 3|2531.67,2024-09,-0.48
DaytradePro_XAUUSD|2531.67,2024-09,-0.09
GoldDaily2|2531.67,2024-09,-2.16
Gold Reaper 8|2589.70,2024-09,10.96
Gold Reaper 4|2589.70,2024-09,5.84
Gold Reaper 7|2589.70,2024-09,-14.55
Gold Reaper 8|2560.76,2024-09,-0.11
Gold Reaper 7|2560.76,2024-09,0.18
Gold Reaper 8|2600.18,2024-09,10.94
Gold Reaper 7|2600.18,2024-09,8.30
Gold Reaper 8|2670.57,2024-09,32.67
Gold Reaper 7|2670.57,2024-09,29.46
Gold Reaper 8|2632.05,2024-10,-3.65
Gold Reaper 7|2632.05,2024-10,-3.50
Gold Reaper 4|2624.75,2024-10,0.22
Gold Reaper 8|2624.75,2024-10,-0.17
Gold Reaper 7|2624.75,2024-10,28.14
GoldDaily1|2624.75,2024-10,-13.35
GoldbotOne_8|2624.75,2024-10,0.21
GoldDaily3|2624.75,2024-10,3.17
Gold Reaper 8|2604.78,2024-10,-34.68
Gold Reaper 7|2604.78,2024-10,-51.24
Gold Reaper 8|2666.84,2024-10,28.54
Gold Reaper 7|2666.84,2024-10,-3.04
Gold Reaper 8|2670.20,2024-10,21.19
Gold Reaper 7|2670.20,2024-10,13.92
GoldDaily3|2670.20,2024-10,18.57
GoldDaily1|2670.20,2024-10,47.06
GoldbotOne_8|2670.20,2024-10,3.25
Gold Reaper 4|2673.18,2024-10,8.00
Gold Reaper 1|2685.58,2024-10,8.19
goldtrade_D|2685.58,2024-10,16.69
goldtrade_E|2685.58,2024-10,-9.63
goldtrade_H|2685.58,2024-10,-21.36
Gold Reaper 3|2685.58,2024-10,-9.87
DaytradePro_XAUUSD|2685.58,2024-10,22.24
Gold Reaper 4|2685.58,2024-10,0.94
GoldbotOne_8|2685.58,2024-10,30.82
Gold Reaper 8|2740.58,2024-10,-2.90
Gold Reaper 8|2747.72,2024-10,38.97
Gold Reaper 7|2747.72,2024-10,19.82
Gold Reaper 1|2758.45,2024-10,24.56
goldtrade_D|2758.45,2024-10,-2.45
goldtrade_H|2758.45,2024-10,27.59
goldtrade_E|2758.45,2024-10,18.92
Gold Reaper 3|2758.45,2024-10,-2.68
Gold Reaper 8|2758.45,2024-10,39.01
DaytradePro_XAUUSD|2758.45,2024-10,14.81
Gold Reaper 4|2758.45,2024-10,8.59
Gold Reaper 7|2758.45,2024-10,14.91
GoldDaily2|2758.45,2024-10,8.73
